main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Prime Video,Goodachari,4.5,193,"['IMDb 7.8', '2 h 22 min', '2018', 'X-Ray', '18+']","[""After being trained in an ultra competitive secret service program, Arjun, A young agent is framed for the murder of his bosses, suddenly turning him into India's most wanted criminal. Who framed him? And why? For someone who was taught that the 'mission' is everything, Arjun now realizes that now his mission is darker than expected.""]",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Suspense', 'International', 'Atmospheric', 'Intense']","{""Content advisory"": [""Violence"", ""alcohol use"", ""smoking"", ""foul language"", ""sexual content""], ""Audio languages"": [""\u0c24\u0c46\u0c32\u0c41\u0c17\u0c41""], ""Subtitles"": [""English [CC]"", ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629"", ""\u0939\u093f\u0928\u094d\u0926\u0940"", ""Indonesia"", ""Bahasa Melayu"", ""\u0420\u0443\u0441\u0441\u043a\u0438\u0439"", ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd"", ""\u0e44\u0e17\u0e22"", ""\u4e2d\u6587\uff08\u7b80\u4f53\uff09"", ""\u4e2d\u6587\uff08\u7e41\u9ad4\uff09""], ""Directors"": [""Sashi Kiran Tikka""], ""Producers"": [""Abhishek Agarwal""], ""Starring"": [""Adivi Sesh"", ""Sobhita Dhulipala"", ""Madhu Shalini""]}",B07H4PHFP3,,,
Prime Video,Second Chorus - 1940,4.0,124,"['IMDb 5.7', '1 h 24 min', '1941', '13+']","[""Danny (Fred Astaire) and Hank (Burgess Meredith) are trumpet players in their college band, The O'Neill's Perennials. Always short of money they meet Ellen (Paulette Goddard) in a debt collectors office and offer her a job as their new band manager. Whilst Danny and Hank compete for Ellen's affections they also vie for a job in Artie Shaw's band. Great big band music from Artie Shaw.""]",9.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Romance', 'Charming', 'Upbeat']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""H.C.Potter""], ""Producers"": [""Boris Morros""], ""Starring"": [""Fred Astaire"", ""Paulette Goddard"", ""Burgess Meredith""]}",B006BGQC5Y,,,
Prime Video,Top Chef,4.6,142,"['IMDb 7.7', '2016', '15 episodes', 'TV-14']","['""Top Chef"" embarks on an epic gastronomic road trip up the coast of California with nearly 1000 miles traveled, the unprecedented six-city expedition challenged the cheftestants\' culinary skills like never before as they journey across the Golden State.']",29.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Unscripted', 'Special Interest']","{""Content advisory"": [""Foul language""], ""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Paul Starkman"", ""Ariel Boles"", ""David A. Kleiler Jr."", ""Steve Hryniewicz"", ""Ivan Dudynsky""], ""Producers"": [""Doneen Arquines"", ""Dan Cutforth"", ""Jane Lipsitz"", ""Tom Colicchio"", ""Casey Kriley""], ""Starring"": [""Tom Colicchio"", ""Padma Lakshmi"", ""Gail Simmons""]}",B018WP2P34,,UnentitledUnentitled,
Movies & TV,18 Kids & Counting Season 3,4.4,136,[],"[""The 18 Kids & Counting Season 3 DVD set lets you again join that rambunctious large Duggar family. In Season 3 the Duggar kids prepare for latest reality TV family addition, only this time it’s not as siblings, but as aunts and uncles, and boy what a lot of aunts and uncles as the family tree starts a new branch. The 18 Kids & Counting DVDs from season 3 also take you along on family outings from Washington DC to a father/daughter wilderness retreat. The 18 Kids & Counting Season 3 DVD set makes it official: The Duggars are a true pop culture phenomenon. With their regular appearances on national talk shows, their countless press clippings and their enormous online following, this 20-member family from Arkansas has all of America talking. In the 18 Kids & Counting DVDs from season 3 you get to know the patriarch and matriarch of this large and still growing group who are former high school sweethearts, Jim Bob and Michelle. With values rooted in their strong personal faith, Jim Bob and Michelle firmly believe.. Buy the 18 Kids & Counting Season 3 DVD set to see how Jim Bob and Michelle keep life with this ever-growing bunch from turning into chaos. 1. Oh Duggar Baby!; 2. Duggars in DC; 3. Duggars and Daughters; 4. Duggars in Dixie; 5. Duggars Meet Dolly; 6. Duggars and Bates Reloaded; 7. Do It Yourself Duggars; 8. Duggars and Dugouts; 9. Star Spangled Duggars; 10. Duggars' New Additions; 11. Duggars Bowled Over; 12. Duggars on a Deadline; 13. Duggars Say Yes To The Dress; 14. Duggar on a Diet; 15. Old McDuggar Had A Farm; 16. Duggars at the Doctor; 17. You Ask, Duggars Answer; 18. Run Duggars, Run; 19. Duggars on Stage; 20. GrandDuggar - First Month; 21. Duggars Fly the Coop; 22. Duggars Jump for Joy; 23. A Mountain of Duggars; 24. Duggar and Bates Reunion; 25. Designing Duggars; 26. Duggars in the Sky. BONUS -First Grand Duggar!""]",55.0,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/61sN3gJ4VSL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/61sN3gJ4VSL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Rated:    G    Format: DVD,"['Movies & TV', 'Genre for Featured Categories', 'Kids & Family']","{""Genre"": ""Kids & Family"", ""Format"": ""Multiple Formats, Box set, Color, NTSC, Widescreen"", ""Contributor"": ""18 Kids & Counting"", ""Runtime"": ""10 hours and 58 minutes"", ""Publication Date"": ""May 17, 2012"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""G (General Audience)"", ""Product Dimensions"": ""5.39 x 0.59 x 7.52 inches; 4 Ounces"", ""Media Format"": ""Multiple Formats, Box set, Color, NTSC, Widescreen"", ""Run time"": ""10 hours and 58 minutes"", ""Release date"": ""May 17, 2012"", ""Subtitles"": ""English"", ""Studio"": ""Discovery Comm""}",B003K2GVR6,,,
Sports & Outdoors,Chalene Johnson's PiYo Deluxe Kit - DVD Workout with Exercise Videos + Fitness Tools and Nutrition Guide,4.3,165,"['PiYo combines the muscle-sculpting, core-firming benefits of Pilates with the strength and flexibility advantages of yoga', 'Piyo cranks up the speed to deliver a true fat-burning, low-impact workout that leaves your body looking long, lean, and incredibly defined', '12 easy-to-follow workouts on 4 DVDs (including 2 Deluxe Kit exclusive workouts), Quick Start Guide, Workout Calendar', 'BONUS: Get Lean Eating Plan, Buns Bonus Workout DVD & Tape Measure', 'Deluxe Kit includes: 2 Deluxe Kit exclusive workouts, Beachbody Strength Slides with Booties, and Yoga mat']","['Product Description', 'The PiYo Deluxe Kit has everything in the PiYo Base Kit PLUS 2 Accelerated 30-Minute Strength Workouts, Beach body Strength Slides with Booties, PiYo Strength Accelerated Calendar AND a FREE Yoga Mat. Who says you have to jump, grunt, strain and punish your body to get amazing results from your workout? Not with PiYoPiYo combines the muscle-sculpting, core-firming benefits of Pilates with the strength and flexibility advantages of yoga. And, we crank up the speed to deliver a true fat-burning, low impact workout that leaves your body looking long, lean and incredibly defined.', 'From the Manufacturer', 'What is PiYo?', ""PiYo isn't like standard Pilates and yoga classes that make you hold long, intense poses, or lead you through dozens of repetitive, microscopic core movements. PiYo speeds everything up—including your results—by introducing you to dynamic, flowing sequences that can burn serious calories at the same time as they lengthen and tone your muscles and increase your flexibility."", 'With every action-packed PiYo session, you can burn excess fat and sculpt and define your whole body, as you minimize the aches and pains that can come along with high-impact workouts. No matter your age, no matter your body type, PiYo will help give you dramatically visible, incredibly beautiful results.', ""What's in the Package?"", '12 workouts on 4 DVDs, Beachbody Strength Slides with Booties, Yoga mat, PiYo Strength Accelerated Calendar, Quick Start Guide, PiYo 60-day workout calendar, Get Lean Eating Plan, tape measure', '12 Workouts on 4 DVDs', 'Align: The Fundamentals This workout breaks down the most important and effective moves in the program to help you perfect your form and get the best results possible.', 'Align: The Fundamentals', 'This workout breaks down the most important and effective moves in the program to help you perfect your form and get the best results possible.', 'Define: Lower Body Get your sleekest and leanest legs ever as you lengthen and strengthen your entire lower body—from your glutes and hamstrings to your calves.', 'Define: Lower Body', 'Get your sleekest and leanest legs ever as you lengthen and strengthen your entire lower body—from your glutes and hamstrings to your calves.', 'Define: Upper Body Use this incredibly effective workout to start chiseling away at your upper body to help shape your arms, carve out your triceps, and define sexy shoulders.', 'Define: Upper Body', 'Use this incredibly effective workout to start chiseling away at your upper body to help shape your arms, carve out your triceps, and define sexy shoulders.', 'Sweat A traditional PiYo workout that incorporates effective dynamic conditioning, fast-paced cardio yoga-flows, and bodyweight resistance strength training to help sculpt your entire body.', 'Sweat', 'A traditional PiYo workout that incorporates effective dynamic conditioning, fast-paced cardio yoga-flows, and bodyweight resistance strength training to help sculpt your entire body.', 'Core This ab-centric workout hits your powerhouse from every angle to build a strong core, flat, sculpted abs and obliques, as well as a strong and sexy back.', 'Core', 'This ab-centric workout hits your powerhouse from every angle to build a strong core, flat, sculpted abs and obliques, as well as a strong and sexy back.', 'Strength Intervals Twenty-five minutes is all you need of this nonstop body-carving, calorie-incinerating workout that uses no weights, no equipment, and gives you no bulk.', 'Strength Intervals', 'Twenty-five minutes is all you need of this nonstop body-carving, calorie-incinerating workout that uses no weights, no equipment, and gives you no bulk.', 'Drench This endurance workout maximizes fat burning while it works every muscle in your body. It will not only leave you drenched—it will kick-start your metabolism as you scorch away the fat.', 'Drench', 'This endurance workout maximizes fat burning while it works every muscle in your body. It will not only leave you drenched—it will kick-start your metabolism as you scorch away the fat.', 'Sculpt This workout uses varying tempos to keep your muscles under tension for different periods of time. This generates muscular endurance and metabolic changes that will totally transform your figure.', 'Sculpt', 'This workout uses varying tempos to keep your muscles under tension for different periods of time. This generates muscular endurance and metabolic changes that will totally transform your figure.', 'Buns Focused on the glutes, this workout is designed to lift, redefine, and tighten the entire backside of your body for the perfect tight and round butt.', 'Buns', 'Focused on the glutes, this workout is designed to lift, redefine, and tighten the entire backside of your body for the perfect tight and round butt.', 'TurboFire HIIT 20 Chalene pushes you to the limit with this intense throwback.', 'TurboFire HIIT 20', 'Chalene pushes you to the limit with this intense throwback.', 'DELUXE KIT EXCLUSIVE: Full Body Blast (30 min) A total-body workout that uses the Beachbody Strength Slides to push your fat-burning potential into overdrive.', 'DELUXE KIT EXCLUSIVE: Full Body Blast (30 min)', 'A total-body workout that uses the Beachbody Strength Slides to push your fat-burning potential into overdrive.', 'DELUXE KIT EXCLUSIVE: Strong Legs (30 min) Use the Beachbody Strength Slides to lunge, squat, and stretch your way to amazing quads, glutes, and hamstrings for your strongest and most defined legs ever.', 'DELUXE KIT EXCLUSIVE: Strong Legs (30 min)', 'Use the Beachbody Strength Slides to lunge, squat, and stretch your way to amazing quads, glutes, and hamstrings for your strongest and most defined legs ever.', 'Powerful Tools', 'Quick Start Guide Everything you need to know to get started including valuable insider tips to get your best results possible. Plus, discover how each powerful workout is strategically designed to transform your body.', 'Quick Start Guide', 'Everything you need to know to get started including valuable insider tips to get your best results possible. Plus, discover how each powerful workout is strategically designed to transform your body.', ""PiYo 60-Day Workout Calendar Chalene arranged the workouts to make sure you're progressing each week as you build up your strength, flexibility, and stamina."", 'PiYo 60-Day Workout Calendar', ""Chalene arranged the workouts to make sure you're progressing each week as you build up your strength, flexibility, and stamina."", 'BONUS: Get Lean Eating Plan A simplified approach to clean and lean eating designed to fit your lifestyle and your taste buds. Learn how to eat a variety of delicious, nutritious foods that keep you properly fueled, satiated, and nourished—and help you define your best body.', 'BONUS: Get Lean Eating Plan', 'A simplified approach to clean and lean eating designed to fit your lifestyle and your taste buds. Learn how to eat a variety of delicious, nutritious foods that keep you properly fueled, satiated, and nourished—and help you define your best body.', 'BONUS: Tape Measure Track your progress as you melt the fat away faster than you ever imagined.', 'BONUS: Tape Measure', 'Track your progress as you melt the fat away faster than you ever imagined.', 'DELUXE KIT EXCLUSIVE: Beachbody Strength Slides with Booties Increase the intensity of your workout as you engage your core, stimulate your glutes, and activate multiple muscles at once. Slip the booties over the slides to use on smooth surfaces.', 'DELUXE KIT EXCLUSIVE: Beachbody Strength Slides with Booties', 'Increase the intensity of your workout as you engage your core, stimulate your glutes, and activate multiple muscles at once. Slip the booties over the slides to use on smooth surfaces.', 'DELUXE KIT EXCLUSIVE: PiYo Strength Accelerated Calendar This training schedule on the reverse of your PiYo 60-Day Workout Calendar incorporates the Strength Workouts for accelerated results.', 'DELUXE KIT EXCLUSIVE: PiYo Strength Accelerated Calendar', 'This training schedule on the reverse of your PiYo 60-Day Workout Calendar incorporates the Strength Workouts for accelerated results.', 'DELUXE KIT EXCLUSIVE: Yoga Mat Ideal for PiYo, this mat has a cushioned and textured surface to promote nonslip traction and comfortable control.*', 'DELUXE KIT EXCLUSIVE: Yoga Mat', 'Ideal for PiYo, this mat has a cushioned and textured surface to promote nonslip traction and comfortable control.*', 'Frequently Asked Questions', 'What do you need to be successful with PiYo?', 'The most important thing you need is you. Just grab a yoga mat, water, and towel and find a space wide enough to take a step in each direction. The PiYo 60-Day Calendar comes with the program and strategically lays out your workout schedule to keep you progressing each week as you build your strength, flexibility, and stamina. The Get Lean Eating Plan gives you a simplified approach to clean and lean eating designed to fit your lifestyle.', 'How long are the workouts and how many days a week is the program?', 'The workouts range from 25 to 45 minutes, with the majority clocking in around 30 minutes. PiYo is a 60-day program with workouts scheduled 6 days a week. And, because PiYo involves intense cardio, you can get results significantly faster than with traditional yoga or Pilates.', 'Do you have to be in great shape to do PiYo?', ""No, there's no complex choreography to learn or memorize. Each move is accessible to everyone, and every workout features a modifier so you can start at the level that's right for you—you'll just get better and better as your flexibility and strength increase! Just follow along as Chalene demonstrates and takes you through each move as you go."", 'Do I need to memorize any choreography?', ""No, PiYo is for people of all ages, fitness levels, and body types. You don't even need experience with Pilates or yoga. Chalene will walk you through everything you need to know in Align: The Fundamentals. Plus, there's a modifier to follow in every workout, so you can focus on form and advance at your own pace."", 'How is PiYo different from traditional Pilates and yoga?', ""Traditional Pilates or yoga programs don't provide the fast weight loss PiYo provides with its dynamic flowing sequences that burn calories and elevate your metabolic rate to burn more fat. So people who do traditional Pilates and yoga have to spend extra time—and extra money—to supplement their routine with extra cardio to burn calories and fat. But with PiYo there's no need, because PiYo puts it all together so you can sculpt your body, scorch calories, and improve your flexibility—all at the same time. It's your one-stop shop to a full-body transformation."", 'How does PiYo deliver high-intensity results with low-impact moves?', ""PiYo takes you through low-impact stretching, strengthening, and bodyweight resistance-based exercises that promote lean muscle development. But, the fast, flowing pace increases the intensity so you're not just sculpting and defining every muscle—you're burning major calories and fat."", '*The Yoga Mat contains natural rubber latex which may cause severe allergic reactions.']",None,"{'hi_res': ['https://m.media-amazon.com/images/I/61Igzw21xuL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61MT5+L2w6L._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61kmoHaQLpL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/71G0L8XpeoL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61Gq2zwoOYL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51StFZmeTsL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/51cvLtULUAL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61PFwAAZCQL._AC_SL1000_.jpg', 'https://m.media-amazon.com/images/I/61nJbGVeBYL._AC_SL1000_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51gB3QMY5XL._AC_.jpg', 'https://m.media-amazon.com/images/I/51ztTewN2SL._AC_.jpg', 'https://m.media-amazon.com/images/I/5156wFObPnL._AC_.jpg', 'https://m.media-amazon.com/images/I/6160uSyU7nL._AC_.jpg', 'https://m.media-amazon.com/images/I/51KtXGopEtL._AC_.jpg', 'https://m.media-amazon.com/images/I/41wrdpbSYuL._AC_.jpg', 'https://m.media-amazon.com/images/I/41Ouce9WFNL._AC_.jpg', 'https://m.media-amazon.com/images/I/51mY1tYitWL._AC_.jpg', 'https://m.media-amazon.com/images/I/51i2iPOOHCL._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51gB3QMY5XL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51ztTewN2SL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/5156wFObPnL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/6160uSyU7nL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51KtXGopEtL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41wrdpbSYuL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Ouce9WFNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51mY1tYitWL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51i2iPOOHCL._AC_US40_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07', 'PT08']}","{'title': ['PiYo - Trailer', 'Slim in 6 DVD Workout', 'Define & Align', 'In Hand Review ... Is it Worth it? ', ""Chalene Johnson's PiYo Base Kit - DVD Workout with Exercise Videos + Fitness Tools and Nutrition..."", 'How to Slim Down Your Legs', 'P90X Success Stories'], 'url': ['https://www.amazon.com/vdp/2ca5905ab3084987a482bbc721bf4ed6?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/971e200fd0024a79993eb883a157f326?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/036f593073264d5b9583cb424e1c68f3?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0ffb80855f534ab7bf8923f39d1da6f1?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/053a3c90602d4ec3b0ddb358b631cc78?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/4f983628247e4a81afbe14eaef9695d0?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/b7066988b7f94017858f76a73d99f9d0?ref=dp_vse_rvc_6'], 'user_id': ['', '', '', '/shop/tynicholstinyhabitscoach', '', 'AGAKIN4QUMYHZMOCB45UUWCRMKQA', '']}",Beachbody,"['Movies & TV', 'TV']","{""Item Package Dimensions L x W x H"": ""27.25 x 11.5 x 10.25 inches"", ""Package Weight"": ""2.56 Kilograms"", ""Item Weight"": ""4.3 Pounds"", ""Brand Name"": ""Beachbody"", ""Model Name"": ""FBA_PYDVD2114"", ""Manufacturer"": ""Beachbody Inc.,"", ""Part Number"": ""FBA_PYDVD2114"", ""Date First Available"": ""July 10, 2014"", ""Brand"": ""Beachbody"", ""Format"": ""DVD"", ""Target Audience"": ""Adult"", ""Binding"": ""Sports""}",B00LOXVVQ4,,,
Prime Video,Memory of Chang'an (English Subtitled),4.4,90,"['2021', '12 episodes', '13+']","[""Princess Ming Yue and Li Qiang, the emperor's ninth prince, are forced to marry in order to keep the peace in their kingdoms. As the princess finally seems to be getting used to her new life in Chang'An (an ancient Chinese capital), there are plots hovering against her and the royal family.""]",19.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Romance', 'Anime']","{""Audio languages"": [""\u4e2d\u6587""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Xiao Lei""], ""Starring"": [""Zhang Enze"", ""Li Ai"", ""Shen Nianru""]}",B08RJ7MWSZ,,Season 1,
Movies & TV,Loved by God,4.7,83,[],"['Product Description', 'For the first time, this popular series on Ephesians is available as six individual DVDs. Originally titled Six Pillars for the Believer (on VHS) and available as the DVD package Life Overflowing, these messages are as powerful and life-changing as they were when Bishop Jakes first taught them. Each DVD explores key teachings from one chapter of Ephesians, expanding the message of his bestselling book Life Overflowing. The DVDs are excellent for both Bible study groups and individual use.', 'From the Back Cover', 'Has God\'s Extravagant Love for You Changed Your Life? Now\'s the time to fully grasp what it means to be loved by God, to open your eyes to the exciting and life-changing truths found in the epistle to the Ephesians. Your walk with God will never be the same. T.D. Jakes powerfully teaches from the book of Ephesians, where you\'ll discover ""unsearchable riches"" of what it means to live in total consecration to God. Here in one volume you have all the key teachings from Bishop Jakes\' SIX PILLARS FROM EPHESIANS series: Loved by God Experiencing Jesus Intimacy With God Life Overflowing Celebrating Marriage Overcoming the Enemy When you rely on the Word of God and the power of the Holy Spirit, you will experience a life that\'s ""exceedingly abundantly"" above all you could ask or think.']",None,"{'hi_res': [None, None], 'large': ['https://m.media-amazon.com/images/I/51WIz6MgmgL.jpg', 'https://m.media-amazon.com/images/I/41d4D0CqJsL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51WIz6MgmgL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41d4D0CqJsL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT12']}","{'title': [], 'url': [], 'user_id': []}",Format: Hardcover,"['Movies & TV', 'Genre for Featured Categories', 'Faith & Spirituality']","{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""5.25 x 0.75 x 7.5 inches; 3.2 Ounces"", ""Media Format"": ""NTSC"", ""Run time"": ""1 hour and 21 minutes"", ""Release date"": ""February 1, 2010"", ""Studio"": ""Bethany House Publishers"", ""Number of discs"": ""1""}",0764207628,,,
Prime Video,Military Intelligence and You,3.1,10,"['IMDb 5.9', '1 h 17 min', '2006', '13+']",['The funniest WWII Training Film Never Made!'],None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Arthouse', 'Documentary', 'Military and War']","{""Content advisory"": [""Violence""], ""Subtitles"": [""None available""], ""Directors"": [""Dale Kutzera""], ""Producers"": [""James Keitel"", ""Dale Kutzera"", ""Greg G. Reeves""], ""Starring"": [""Eric Jungmann"", ""Mackenzie Astin"", ""Patrick Muldoon""]}",B002K06KJ8,,,
Prime Video,Coach Carter,4.8,6045,"['2 h 16 min', '2005', 'X-Ray', '13+']","['A successful businessman returns to his high school basketball team as coach, only to take controversial action to make sure that his players succeed in the classroom as well as on the court. Samuel L. Jackson stars in this inspirational sports drama.']",4.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Drama', 'Kids', 'Emotional', 'Intense']","{""Content advisory"": [""Violence"", ""alcohol use"", ""smoking"", ""foul language"", ""sexual content""], ""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Thomas Carter""], ""Producers"": [""Mike Tollin"", ""Michael Tollin"", ""Brian Robbins"", ""David Gale"", ""Thomas Carter"", ""Van Toffler"", ""Caitlin Scanlon"", ""Sharla Sumpter""], ""Starring"": [""Samuel L. Jackson"", ""Ashanti"", ""Rick Gonzalez""]}",B000HZEE64,,,
Movies & TV,The Black Crowes: Warpaint Live [Blu-ray],4.4,133,[],"[""The Black Crowes are one of the all-time great live rock bands. Their shows are legendary and regularlysell out in record time wherever in the world they play. This new live BRD was filmed on March 20, 2008 at the Wiltern in Los Angeles during the tour in support of their critically acclaimed new studio album Warpaint. The concert features live versions of the whole of the Warpaint album plus a mixture of previously unreleased cover versions and some of their own classics. / TRACK LISTING: 1) Goodbye Daughters Of The Revolution 2) Walk Believer Walk 3) Oh Josephine4) Evergreen 5) We Who See The Deep 6) Locust Street 7) Movin On Down The Line 8) Wounded Bird9) God's Got It 10) There's Gold In Them Hills 11) Whoa Mule 12) Poor Elijah Tribute To Johnson 13) Darling Of The Underground Press 14) Bad Luck Blue Eyes Goodbye 15) Don t Know Why 16) Torn And Frayed 17) Hey Grandma""]",8.6,"{'hi_res': ['https://m.media-amazon.com/images/I/81CHoDRlSmL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/61SFeyV0DSL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/61SFeyV0DSL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","The Black Crowes  (Actor),     The black Crowes  (Director)    Rated:    NR    Format: Blu-ray","['Movies & TV', 'Blu-ray', 'TV']","{""Genre"": ""Rock, Music Video & Concerts"", ""Format"": ""Multiple Formats, Blu-ray, Color, Dolby, DTS Surround Sound, NTSC"", ""Contributor"": ""The black Crowes, The Black Crowes"", ""Language"": ""English (Dolby Digital 5.1), English (PCM Stereo)"", ""Number Of Discs"": ""1"", ""Aspect Ratio"": ""1.78:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 3.2 Ounces"", ""Audio Description"": ""English"", ""Item model number"": ""4787348"", ""Director"": ""The black Crowes"", ""Media Format"": ""Multiple Formats, Blu-ray, Color, Dolby, NTSC, DTS Surround Sound"", ""Run time"": ""1 hour and 43 minutes"", ""Release date"": ""July 14, 2009"", ""Actors"": ""The Black Crowes"", ""Subtitles"": ""English"", ""Studio"": ""Eagle Rock Ent"", ""Number of discs"": ""1""}",B002BVUBO6,,,
